Id,number_of_rooms,district,structure_type,year_of_construction,floor,area,quality,price
10024,1.0,6,2,2025.0,7.0,33.0,4,13000000.0
10025,1.0,6,2,2019.0,6.0,36.3,3,20000000.0
10026,3.0,0,2,2020.0,4.0,77.3,3,49500000.0
10027,3.0,3,3,1975.0,3.0,56.0,3,41000000.0
10028,3.0,3,3,1985.0,2.0,74.0,3,52800000.0
10029,1.0,2,3,1983.0,2.0,33.0,3,21800000.0
10030,2.0,4,2,2019.0,9.0,63.6,3,31900000.0
10031,2.0,3,2,2016.0,3.0,45.0,3,28000000.0
10032,2.0,6,2,2023.0,7.0,50.7,3,27000000.0
10033,3.0,5,2,2007.0,2.0,120.0,3,135000000.0
10034,3.0,3,2,2019.0,7.0,107.4,3,128000000.0
10035,1.0,6,2,2023.0,6.0,35.0,4,16600000.0
10036,1.0,1,3,1978.0,4.0,32.0,3,28800000.0
10037,3.0,3,2,2019.0,5.0,122.0,3,108000000.0
10038,3.0,3,2,2019.0,4.0,80.3,3,80000000.0
10039,1.0,6,2,2019.0,9.0,47.0,3,27800000.0
10040,2.0,5,2,2010.0,4.0,79.8,3,69500000.0
10041,2.0,2,2,2023.0,5.0,79.1,0,44000000.0
10042,2.0,6,2,2019.0,5.0,55.0,1,24500000.0
10043,2.0,1,1,1972.0,4.0,55.0,3,42900000.0
10044,2.0,2,1,1987.0,1.0,50.0,3,31500000.0
10045,3.0,2,3,1985.0,2.0,56.0,3,30000000.0
10046,1.0,5,2,2019.0,5.0,18.0,3,13600000.0
10047,3.0,1,3,1986.0,9.0,68.0,3,40500000.0
10048,1.0,2,1,1968.0,2.0,39.0,1,25000000.0
10049,2.0,5,2,2017.0,2.0,85.0,3,93500000.0
10050,3.0,7,1,1966.0,2.0,56.2,3,23000000.0
10051,1.0,7,2,2014.0,2.0,39.0,3,30000000.0
10052,4.0,3,2,2016.0,7.0,137.0,3,114000000.0
10053,1.0,2,3,1989.0,2.0,41.0,3,31500000.0
10054,3.0,1,3,1980.0,1.0,60.0,1,38500000.0
10055,3.0,0,2,2015.0,7.0,84.0,3,42000000.0
10056,1.0,0,2,2019.0,12.0,37.0,3,21900000.0
10057,3.0,5,2,2020.0,11.0,91.5,3,93000000.0
10058,2.0,0,2,2017.0,6.0,54.0,3,27500000.0
10059,3.0,2,3,1989.0,4.0,74.0,1,46500000.0
10060,2.0,6,3,1990.0,4.0,53.0,3,23500000.0
10061,2.0,2,2,2018.0,8.0,70.0,3,42999000.0
10062,2.0,1,2,2012.0,18.0,67.0,3,45000000.0
10063,3.0,1,2,2007.0,15.0,91.0,3,64500000.0
10064,2.0,0,1,2013.0,2.0,57.0,3,18000000.0
10065,1.0,6,2,2012.0,14.0,64.0,3,25500000.0
10066,2.0,1,3,1992.0,9.0,55.0,2,35000000.0
10067,3.0,2,3,1989.0,4.0,74.0,1,47000000.0
10068,4.0,2,3,1990.0,7.0,97.0,3,68000000.0
10069,2.0,2,2,2012.0,15.0,155.0,3,72000000.0
10070,1.0,1,2,2023.0,7.0,43.0,4,31000000.0
10071,2.0,3,2,2019.0,13.0,55.0,3,53000000.0
10072,2.0,0,2,2009.0,10.0,69.0,3,28500000.0
10073,1.0,6,2,2013.0,7.0,45.0,3,23000000.0
10074,2.0,3,3,1977.0,5.0,55.2,3,38500000.0
10075,3.0,2,2,2006.0,1.0,92.0,3,58000000.0
10076,2.0,0,2,2015.0,2.0,46.4,3,30000000.0
10077,2.0,6,2,2020.0,1.0,71.0,3,40000000.0
10078,2.0,2,3,1986.0,4.0,52.0,3,39500000.0
10079,1.0,6,2,2023.0,7.0,40.0,2,23500000.0
10080,2.0,3,2,2007.0,14.0,86.0,3,55000000.0
10081,3.0,5,3,1972.0,1.0,58.4,3,42000000.0
10082,1.0,7,2,2018.0,4.0,45.0,3,21000000.0
10083,2.0,2,3,1974.0,4.0,44.0,3,24500000.0
10084,3.0,0,2,2009.0,9.0,89.0,3,50000000.0
10085,3.0,2,3,1968.0,4.0,58.0,3,38000000.0
10086,4.0,2,3,1987.0,5.0,85.0,3,51000000.0
10087,2.0,0,2,2010.0,2.0,63.0,3,40000000.0
10088,3.0,5,2,2022.0,14.0,136.0,3,151000000.0
10089,2.0,1,1,1966.0,5.0,52.0,3,31000000.0
10090,2.0,7,2,2016.0,2.0,59.8,3,35000000.0
10091,1.0,6,2,2016.0,6.0,42.0,3,21490000.0
10092,2.0,7,3,1996.0,4.0,52.0,3,26500000.0
10093,2.0,1,3,1981.0,5.0,53.3,3,34119119.0
10094,5.0,3,2,2015.0,17.0,240.0,3,490000000.0
10095,3.0,3,2,2009.0,2.0,97.7,3,60500000.0
10096,1.0,1,2,2023.0,9.0,45.0,3,40000000.0
10097,2.0,1,2,2006.0,5.0,66.4,3,34500000.0
10098,2.0,6,2,2020.0,14.0,63.0,3,45000000.0
10099,2.0,7,2,2022.0,6.0,67.4,2,30000000.0
10100,2.0,7,2,2020.0,8.0,53.8,3,32900000.0
10101,1.0,2,3,1977.0,2.0,17.0,3,13500000.0
10102,1.0,3,3,1983.0,4.0,43.0,3,34500000.0
10103,4.0,3,2,2008.0,1.0,131.0,3,120000000.0
10104,1.0,2,3,1986.0,2.0,34.0,3,22999000.0
10105,2.0,3,3,1989.0,2.0,62.9,3,40000000.0
10106,4.0,2,3,1968.0,4.0,75.0,2,32500000.0
10107,1.0,1,2,2023.0,5.0,42.5,4,32000000.0
10108,1.0,6,2,2019.0,5.0,42.0,3,22500000.0
10109,2.0,3,2,2008.0,6.0,85.0,3,57000000.0
10110,1.0,3,1,1985.0,3.0,33.0,1,24800000.0
10111,3.0,7,3,1972.0,4.0,69.0,3,39000000.0
10112,3.0,6,2,2019.0,8.0,74.0,3,39500000.0
10113,3.0,3,2,2007.0,1.0,176.0,3,148000000.0
10114,2.0,1,2,2015.0,8.0,86.0,3,75300000.0
10115,1.0,6,2,2012.0,11.0,58.0,3,31000000.0
10116,2.0,3,2,2021.0,12.0,86.0,3,105000000.0
10117,2.0,3,2,2019.0,8.0,62.0,3,47500000.0
10118,2.0,1,2,2022.0,6.0,42.0,3,38000000.0
10119,4.0,6,2,2008.0,4.0,165.0,3,110000000.0
10120,2.0,3,1,1962.0,2.0,39.0,2,24000000.0
10121,2.0,1,2,2021.0,16.0,75.0,3,66500000.0
10122,1.0,2,1,1967.0,4.0,22.1,3,16500000.0
10123,2.0,4,2,2021.0,8.0,57.0,0,23000000.0
10124,4.0,5,2,2017.0,3.0,114.0,3,114000000.0
10125,2.0,1,3,1978.0,2.0,63.0,1,32000000.0
10126,2.0,6,2,2023.0,4.0,54.5,3,34500000.0
10127,1.0,6,2,2022.0,8.0,32.0,0,15700000.0
10128,3.0,2,2,2022.0,18.0,120.0,3,115000000.0
10129,4.0,3,2,2019.0,4.0,120.0,3,118000000.0
10130,1.0,0,2,2017.0,4.0,45.0,3,21000000.0
10131,3.0,2,3,1974.0,3.0,60.0,3,30000000.0
10132,3.0,5,1,1973.0,4.0,90.0,2,72000000.0
10133,3.0,2,3,1996.0,9.0,78.8,3,53950000.0
10134,1.0,3,2,2022.0,2.0,47.0,3,42000000.0
10135,3.0,1,3,1969.0,1.0,61.0,3,32000000.0
10136,3.0,5,2,2022.0,3.0,72.4,2,38000000.0
10137,2.0,3,0,2022.0,1.0,63.0,4,50000000.0
10138,3.0,3,2,2023.0,7.0,100.0,2,91000000.0
10139,2.0,2,1,2023.0,3.0,50.0,3,52000000.0
10140,3.0,2,3,1963.0,4.0,59.0,3,33000000.0
10141,4.0,3,2,1983.0,13.0,81.9,1,80000000.0
10142,3.0,3,3,1989.0,3.0,70.0,3,65000000.0
10143,2.0,3,3,1974.0,1.0,56.5,3,39000000.0
10144,1.0,3,1,1993.0,3.0,41.5,3,35500000.0
10145,2.0,5,3,1970.0,1.0,43.0,3,20000000.0
10146,3.0,6,2,2021.0,1.0,91.51,3,51999000.0
10147,4.0,3,2,2015.0,5.0,182.0,3,282000000.0
10148,7.0,5,2,2011.0,12.0,320.0,4,170000000.0
10149,4.0,3,2,2021.0,14.0,140.0,3,170000000.0
10150,2.0,1,2,2021.0,11.0,58.5,3,67000000.0
10151,1.0,3,2,2015.0,12.0,40.0,3,35000000.0
10152,1.0,2,2,2011.0,1.0,42.0,3,32000000.0
10153,1.0,2,3,1991.0,2.0,32.0,1,24500000.0
10154,3.0,3,2,2020.0,3.0,140.5,3,235000000.0
10155,4.0,5,2,2018.0,5.0,175.0,3,235000000.0
10156,1.0,2,3,1979.0,1.0,33.0,3,22000000.0
10157,2.0,2,3,1989.0,9.0,57.0,3,37300000.0
10158,3.0,1,1,1961.0,3.0,76.0,3,58000000.0
10159,2.0,4,2,2007.0,4.0,63.0,3,36000000.0
10160,2.0,5,2,2019.0,3.0,59.6,2,26000000.0
10161,1.0,1,3,1979.0,2.0,40.0,3,28500000.0
10162,2.0,7,2,2023.0,3.0,53.59,0,23500000.0
10163,3.0,5,3,1970.0,1.0,55.2,1,30000000.0
10164,3.0,4,3,1985.0,5.0,60.0,1,26000000.0
10165,2.0,7,2,2016.0,4.0,63.0,3,34000000.0
10166,3.0,2,2,1993.0,8.0,72.0,3,42000000.0
10167,4.0,4,2,2009.0,1.0,100.0,3,60000000.0
10168,3.0,7,2,2021.0,6.0,94.4,3,68000000.0
10169,2.0,3,1,1963.0,4.0,44.0,3,29460000.0
10170,2.0,3,2,2020.0,11.0,58.0,3,86000000.0
10171,3.0,3,2,2021.0,3.0,78.0,3,63000000.0
10172,1.0,1,1,1982.0,5.0,35.0,3,28500000.0
10173,6.0,5,2,2012.0,2.0,226.0,3,430000000.0
10174,1.0,1,3,1982.0,5.0,17.4,3,14500000.0
10175,2.0,2,2,2021.0,3.0,55.0,3,41000000.0
10176,3.0,2,3,1958.0,3.0,58.7,2,33000000.0
10177,2.0,1,3,1992.0,9.0,56.0,2,34999999.0
10178,2.0,3,2,2020.0,16.0,70.0,3,62000000.0
10179,1.0,6,2,2020.0,8.0,35.0,3,23500000.0
10180,3.0,3,3,1972.0,4.0,63.3,3,45000000.0
10181,1.0,4,0,2016.0,2.0,23.0,3,9000000.0
10182,3.0,7,1,1959.0,3.0,72.1,3,33500000.0
10183,2.0,6,2,2014.0,2.0,41.0,3,21500000.0
10184,1.0,0,2,2022.0,2.0,30.0,4,17000000.0
10185,2.0,6,2,2019.0,6.0,48.0,3,24500000.0
10186,1.0,6,2,2014.0,15.0,45.0,3,19800000.0
10187,1.0,6,2,2019.0,3.0,28.0,3,17500000.0
10188,1.0,3,3,1986.0,3.0,40.0,3,28499000.0
10189,2.0,1,1,1981.0,3.0,56.0,3,42500000.0
10190,2.0,1,2,2023.0,9.0,45.8,0,33000000.0
10191,2.0,0,2,2011.0,8.0,47.0,3,24500000.0
10192,3.0,2,2,2006.0,8.0,75.5,3,56990000.0
10193,3.0,0,2,2011.0,5.0,90.0,3,39900000.0
10194,2.0,3,2,2023.0,16.0,56.4,0,65000000.0
10195,2.0,0,2,2015.0,2.0,65.8,3,28000000.0
10196,2.0,1,2,2004.0,15.0,78.0,3,105000000.0
10197,4.0,1,3,1989.0,3.0,95.0,3,56500000.0
10198,4.0,5,2,2016.0,8.0,217.0,0,152000000.0
10199,3.0,3,2,2016.0,3.0,81.0,3,74000000.0
10200,2.0,4,2,2008.0,3.0,65.0,1,26500000.0
10201,1.0,1,3,1991.0,9.0,40.0,3,28500000.0
10202,3.0,0,2,2010.0,3.0,84.0,3,53000000.0
10203,2.0,3,1,1974.0,4.0,63.0,3,51999999.0
10204,2.0,2,3,1992.0,5.0,54.0,3,36500000.0
10205,1.0,0,2,2023.0,5.0,45.4,0,20203000.0
10206,3.0,0,0,2017.0,2.0,75.0,3,42500000.0
10207,2.0,2,2,2008.0,9.0,63.0,3,31000000.0
10208,3.0,3,2,2022.0,14.0,83.0,3,72000000.0
10209,2.0,6,2,2023.0,2.0,60.4,0,39500000.0
10210,1.0,2,2,2015.0,8.0,36.0,3,23900000.0
10211,2.0,5,2,1975.0,4.0,77.0,3,63000000.0
10212,2.0,2,2,2017.0,4.0,48.0,3,39000000.0
10213,4.0,3,3,1973.0,5.0,74.0,3,53000000.0
10214,1.0,3,3,1987.0,1.0,43.8,3,26000000.0
10215,1.0,3,3,1975.0,4.0,33.0,3,36000000.0
10216,2.0,2,1,2020.0,2.0,55.0,3,58000000.0
10217,1.0,4,1,1989.0,5.0,61.0,3,25900000.0
10218,3.0,0,1,2021.0,1.0,61.0,3,26500000.0
10219,3.0,1,3,1977.0,1.0,63.0,3,35999999.0
10220,3.0,3,2,2022.0,11.0,104.4,0,56500000.0
10221,3.0,2,2,2006.0,2.0,107.0,3,65000000.0
10222,1.0,2,2,2018.0,2.0,45.0,3,35000000.0
10223,3.0,3,2,2022.0,15.0,96.9,3,83000000.0
10224,1.0,3,3,1971.0,1.0,32.0,3,25000000.0
10225,3.0,3,2,2016.0,16.0,96.0,3,72000000.0
10226,3.0,3,3,1988.0,2.0,70.0,3,55000000.0
10227,4.0,2,2,2019.0,16.0,120.0,3,73000000.0
10228,1.0,5,2,2023.0,3.0,53.73,0,65000000.0
10229,3.0,6,2,2019.0,5.0,98.0,3,40500000.0
10230,1.0,6,2,2020.0,2.0,40.0,3,24000000.0
10231,2.0,3,2,2019.0,12.0,50.0,4,41000000.0
10232,3.0,6,2,2020.0,1.0,74.0,3,70000000.0
10233,1.0,4,1,1968.0,2.0,27.0,3,14200000.0
10234,2.0,7,1,1975.0,1.0,67.0,3,38000000.0
10235,3.0,3,1,2003.0,4.0,115.0,3,81800000.0
10236,3.0,5,2,1975.0,4.0,79.0,1,59000000.0
10237,1.0,2,1,1990.0,6.0,40.0,3,34000000.0
10238,3.0,6,2,2010.0,7.0,88.2,3,68000000.0
10239,1.0,0,3,2019.0,2.0,25.0,0,7500000.0
10240,3.0,0,3,2015.0,1.0,85.8,3,40000000.0
10241,2.0,0,2,2018.0,11.0,58.0,3,40000000.0
10242,3.0,5,1,1995.0,4.0,69.0,3,67500000.0
10243,1.0,6,2,2012.0,15.0,64.0,1,26500000.0
10244,1.0,4,2,2013.0,2.0,40.0,3,20900000.0
10245,4.0,1,2,2018.0,8.0,118.0,4,112000000.0
10246,1.0,5,2,2023.0,8.0,38.0,3,26500000.0
10247,1.0,0,2,2019.0,11.0,34.3,3,23900000.0
10248,1.0,2,2,2005.0,6.0,44.0,3,28000000.0
10249,1.0,4,3,1985.0,1.0,40.0,3,21900000.0
10250,1.0,3,2,2023.0,6.0,37.5,4,29500000.0
10251,3.0,2,2,2017.0,4.0,95.0,3,59000000.0
10252,2.0,3,3,1980.0,5.0,54.2,3,38500000.0
10253,3.0,7,0,1960.0,1.0,46.1,1,18800000.0
10254,4.0,3,2,2022.0,3.0,170.0,3,110000000.0
10255,1.0,3,3,1975.0,5.0,31.0,3,22900000.0
10256,2.0,2,1,1987.0,1.0,47.0,3,26000000.0
10257,3.0,4,2,2021.0,6.0,76.6,3,41000000.0
10258,3.0,1,2,2019.0,4.0,105.0,4,66000000.0
10259,3.0,3,2,2022.0,17.0,103.0,3,70000000.0
10260,3.0,6,2,2020.0,14.0,85.0,3,49000000.0
10261,1.0,2,3,1984.0,2.0,40.0,3,25000000.0
10262,2.0,2,1,1986.0,1.0,48.0,3,30700000.0
10263,3.0,1,3,1987.0,3.0,75.0,3,52000000.0
10264,1.0,1,3,1982.0,4.0,33.0,3,30000000.0
10265,2.0,3,2,2019.0,12.0,83.0,3,65000000.0
10266,3.0,1,3,1980.0,4.0,59.1,3,40000000.0
10267,2.0,3,2,2022.0,1.0,74.0,0,65500000.0
10268,2.0,0,2,2017.0,1.0,50.0,3,25500000.0
10269,1.0,0,2,2018.0,1.0,44.8,3,25000000.0
10270,3.0,5,2,2009.0,3.0,113.0,3,118500000.0
10271,2.0,3,1,1955.0,2.0,47.0,1,33000000.0
10272,2.0,4,1,1987.0,1.0,62.0,1,22000000.0
10273,4.0,3,3,1978.0,1.0,79.0,3,50000000.0
10274,2.0,4,2,2008.0,5.0,58.5,3,26000000.0
10275,1.0,3,3,1992.0,1.0,40.0,3,40000000.0
10276,2.0,6,2,2012.0,2.0,52.0,3,39000000.0
10277,2.0,1,3,1994.0,5.0,50.6,3,35000000.0
10278,1.0,2,2,2023.0,2.0,33.0,2,19000000.0
10279,3.0,0,2,2014.0,2.0,78.0,3,35500000.0
10280,2.0,2,2,2023.0,11.0,45.1,0,28500000.0
10281,3.0,2,2,2005.0,3.0,80.0,3,61500000.0
10282,1.0,7,2,2023.0,4.0,56.0,4,24000000.0
10283,2.0,3,2,2019.0,8.0,62.0,3,47500000.0
10284,2.0,0,2,2017.0,2.0,50.0,3,31500000.0
10285,3.0,3,2,2024.0,2.0,73.0,4,80000000.0
10286,3.0,3,1,1985.0,5.0,68.3,3,57000000.0
10287,2.0,1,2,1986.0,6.0,53.0,1,40000000.0
10288,2.0,3,2,2012.0,16.0,83.0,3,52000000.0
10289,4.0,5,1,1978.0,4.0,90.0,3,84300000.0
10290,1.0,7,2,2021.0,5.0,44.0,3,25500000.0
10291,1.0,7,1,1983.0,3.0,34.0,3,23500000.0
10292,2.0,3,3,1982.0,5.0,40.0,3,21500000.0
10293,3.0,5,2,2012.0,5.0,130.0,3,160000000.0
10294,3.0,3,2,2014.0,1.0,210.0,0,128100000.0
10295,4.0,3,2,2008.0,12.0,100.0,3,84000000.0
10296,2.0,3,2,2019.0,9.0,48.0,4,52000000.0
10297,3.0,5,3,1967.0,5.0,59.0,3,38500000.0
10298,1.0,2,2,2008.0,10.0,25.8,1,16500000.0
10299,3.0,3,2,2016.0,2.0,100.0,3,105000000.0
10300,3.0,7,2,2017.0,8.0,75.5,1,35999900.0
10301,3.0,6,2,2023.0,4.0,88.72,0,73000000.0
10302,1.0,1,3,1986.0,4.0,39.0,3,30500000.0
10303,3.0,2,2,2008.0,9.0,104.0,3,53000000.0
10304,2.0,2,3,1982.0,3.0,58.0,3,36000000.0
10305,3.0,5,1,1987.0,3.0,85.0,3,71000000.0
10306,2.0,2,3,1986.0,1.0,53.0,3,33000000.0
10307,2.0,3,2,1975.0,4.0,44.0,3,35500000.0
10308,2.0,3,3,1961.0,4.0,46.0,3,37000000.0
10309,3.0,6,2,2022.0,10.0,72.0,3,42000000.0
10310,3.0,0,2,2018.0,5.0,88.0,3,49500000.0
10311,2.0,7,2,2015.0,4.0,67.0,3,36000000.0
10312,1.0,2,1,1990.0,2.0,26.0,3,14500000.0
10313,2.0,3,2,2006.0,4.0,52.0,3,42500000.0
10314,2.0,3,2,2016.0,10.0,53.0,3,42000000.0
10315,3.0,3,1,1990.0,5.0,80.0,3,50999999.0
10316,2.0,1,2,2022.0,4.0,43.0,3,51000000.0
10317,2.0,1,3,1984.0,6.0,60.1,3,40500000.0
10318,2.0,7,0,1969.0,2.0,42.0,3,20900000.0
10319,2.0,3,2,2015.0,7.0,63.5,3,53000000.0
10320,3.0,1,2,2023.0,12.0,94.2,0,70000000.0
10321,3.0,3,2,2018.0,4.0,90.0,3,87000000.0
10322,1.0,5,2,2018.0,8.0,42.0,3,28000000.0
10323,2.0,3,2,2019.0,10.0,50.0,3,45000000.0
10324,3.0,2,1,1994.0,7.0,110.0,3,51000000.0
10325,2.0,3,2,2023.0,3.0,56.5,4,45500000.0
10326,2.0,2,3,1967.0,3.0,46.0,3,29000000.0
10327,3.0,6,2,2021.0,12.0,84.0,3,46000000.0
10328,3.0,0,1,1980.0,1.0,62.3,1,45000000.0
10329,2.0,1,1,1956.0,3.0,63.2,3,55000000.0
10330,2.0,2,3,1988.0,1.0,27.0,3,14500000.0
10331,1.0,3,2,2018.0,9.0,31.6,3,30000000.0
10332,1.0,2,2,2022.0,14.0,53.0,3,44600000.0
10333,2.0,3,2,2019.0,9.0,63.0,3,79000000.0
10334,3.0,3,3,1988.0,6.0,75.0,2,57000000.0
10335,3.0,5,1,1955.0,2.0,109.1,3,85000000.0
10336,1.0,6,2,2023.0,10.0,41.0,4,21500000.0
10337,2.0,0,1,1975.0,3.0,56.0,3,32500000.0
10338,3.0,2,3,1963.0,4.0,60.0,3,31000000.0
10339,3.0,2,3,1983.0,1.0,74.0,3,46000000.0
10340,4.0,5,1,1996.0,8.0,180.0,3,120000000.0
10341,2.0,0,2,2011.0,8.0,66.0,3,39000000.0
10342,4.0,3,2,2018.0,10.0,105.0,3,100000000.0
10343,5.0,2,2,2012.0,14.0,200.0,3,210000000.0
10344,1.0,2,3,1991.0,6.0,40.6,3,30500000.0
10345,1.0,4,1,1989.0,3.0,33.0,1,16800000.0
10346,3.0,2,3,1969.0,3.0,59.0,3,30000000.0
10347,1.0,4,2,2012.0,4.0,30.0,3,17500000.0
10348,3.0,2,2,2007.0,4.0,79.0,3,50000000.0
10349,4.0,5,1,1970.0,2.0,105.0,3,110000000.0
10350,3.0,1,3,1980.0,5.0,66.0,3,41000000.0
10351,2.0,7,1,1965.0,1.0,41.7,3,22000000.0
10352,1.0,2,3,1973.0,4.0,17.4,3,14500000.0
10353,1.0,2,2,1982.0,3.0,31.7,3,27000000.0
10354,4.0,3,2,2006.0,14.0,130.0,1,85000000.0
10355,3.0,2,1,1994.0,7.0,72.0,3,36999000.0
10356,3.0,2,1,1994.0,5.0,72.0,3,49000000.0
10357,2.0,3,3,1989.0,2.0,53.9,3,40500000.0
10358,1.0,6,2,2021.0,4.0,38.3,4,21500000.0
10359,3.0,3,3,1973.0,5.0,62.0,3,40000000.0
10360,3.0,5,1,1974.0,5.0,96.0,3,110000000.0
10361,2.0,3,2,2015.0,4.0,70.0,3,60000000.0
10362,1.0,3,1,1978.0,4.0,35.0,1,32000000.0
10363,2.0,0,2,2008.0,2.0,68.5,3,36000000.0
10364,2.0,2,2,2023.0,5.0,70.5,4,34000000.0
10365,1.0,1,1,1963.0,2.0,35.0,3,40000000.0
10366,3.0,1,1,1973.0,4.0,81.0,3,73000000.0
10367,3.0,2,3,1989.0,7.0,70.0,3,43000000.0
10368,3.0,2,2,2019.0,8.0,82.0,3,60000000.0
10369,2.0,1,2,2012.0,16.0,65.0,3,43000000.0
10370,2.0,2,2,2018.0,6.0,52.0,3,43000000.0
10371,1.0,3,3,1976.0,5.0,33.0,3,23500000.0
10372,1.0,7,1,1989.0,3.0,33.0,3,20000000.0
10373,2.0,1,2,2024.0,3.0,42.0,0,23200000.0
10374,2.0,1,1,1975.0,3.0,50.0,3,46000000.0
10375,1.0,1,2,2022.0,3.0,39.0,3,44900000.0
10376,2.0,2,1,1974.0,2.0,46.0,3,28500000.0
10377,4.0,5,2,2004.0,3.0,227.8,3,240000000.0
10378,3.0,3,1,1992.0,5.0,73.0,3,55000000.0
10379,1.0,6,2,2022.0,10.0,52.5,3,34000000.0
10380,2.0,6,2,2022.0,9.0,54.0,3,26000000.0
10381,3.0,5,2,2019.0,1.0,125.5,2,160000000.0
10382,3.0,5,1,1977.0,5.0,69.0,3,55500000.0
10383,1.0,3,3,1969.0,3.0,31.0,3,27000000.0
10384,2.0,3,3,1976.0,3.0,43.0,3,35000000.0
10385,3.0,3,2,2008.0,7.0,147.0,3,101000000.0
10386,2.0,6,2,2023.0,2.0,50.0,0,35000000.0
10387,2.0,7,2,2021.0,8.0,47.0,2,22500000.0
10388,3.0,6,2,2022.0,8.0,96.9,3,48000000.0
10389,3.0,2,3,1968.0,1.0,60.0,3,34900000.0
10390,2.0,3,3,1973.0,1.0,44.4,1,30500000.0
10391,2.0,6,2,2022.0,5.0,51.0,4,25800000.0
10392,3.0,0,2,2010.0,8.0,86.0,3,45000000.0
10393,3.0,0,2,2014.0,4.0,76.0,3,35000000.0
10394,3.0,1,3,1978.0,3.0,62.0,1,42500000.0
10395,3.0,6,2,2013.0,5.0,65.0,3,65000000.0
10396,4.0,3,2,2021.0,11.0,104.0,3,94000000.0
10397,3.0,7,2,2016.0,1.0,83.1,3,38000000.0
10398,2.0,4,1,1980.0,3.0,37.0,1,15500000.0
10399,3.0,3,2,2016.0,5.0,70.6,3,55500000.0
10400,2.0,6,2,2022.0,5.0,68.0,3,32000000.0
10401,1.0,5,2,2023.0,3.0,46.0,0,52000000.0
10402,2.0,3,2,2022.0,2.0,60.0,0,42000000.0
10403,2.0,6,2,2013.0,9.0,68.0,3,52000000.0
10404,1.0,5,1,1982.0,1.0,34.0,1,23500000.0
10405,2.0,3,2,2009.0,6.0,81.9,3,71000000.0
10406,2.0,3,2,2023.0,8.0,70.0,2,98000000.0
10407,1.0,7,1,2000.0,3.0,38.0,1,21000000.0
10408,3.0,1,3,1970.0,2.0,62.0,2,32500000.0
10409,3.0,3,2,2009.0,5.0,93.0,3,75000000.0
10410,2.0,3,2,2022.0,2.0,113.0,0,96000000.0
10411,2.0,3,3,1962.0,3.0,43.3,1,31000000.0
10412,2.0,5,1,1958.0,2.0,46.0,1,45000000.0
10413,3.0,7,2,2018.0,5.0,76.0,3,43000000.0
10414,2.0,0,2,2011.0,3.0,69.6,3,36000000.0
10415,2.0,3,3,1990.0,9.0,63.0,3,35500000.0
10416,1.0,3,1,1982.0,4.0,35.0,1,29000000.0
10417,4.0,1,1,2015.0,3.0,120.0,3,115200200.0
10418,4.0,5,2,2019.0,2.0,130.0,4,123000000.0
10419,3.0,5,2,2007.0,7.0,76.0,3,43000000.0
10420,2.0,1,2,2007.0,10.0,104.0,3,69990000.0
10421,2.0,3,2,2022.0,2.0,88.0,0,93000000.0
10422,3.0,0,2,2017.0,11.0,70.0,3,37000000.0
10423,1.0,2,3,1966.0,4.0,33.0,3,21500000.0
10424,3.0,3,2,2015.0,10.0,92.0,3,70000000.0
10425,3.0,3,3,1974.0,3.0,59.0,3,43500000.0
10426,2.0,0,2,2011.0,5.0,47.0,3,26500000.0
10427,3.0,6,2,2022.0,1.0,57.0,3,32500000.0
10428,2.0,2,2,2018.0,4.0,52.3,2,37000000.0
10429,1.0,2,2,2015.0,16.0,45.0,3,31000000.0
10430,2.0,0,2,2019.0,9.0,60.0,3,33000000.0
10431,1.0,5,2,2018.0,8.0,40.0,3,23500000.0
10432,3.0,2,3,1990.0,2.0,70.0,3,37000000.0
10433,3.0,2,1,1994.0,7.0,72.0,3,36999999.0
10434,1.0,7,2,2024.0,3.0,32.0,4,13800000.0
10435,2.0,3,2,2023.0,7.0,63.0,3,75000000.0
10436,2.0,2,3,1983.0,6.0,60.0,1,40000000.0
10437,2.0,3,3,1980.0,5.0,51.0,3,45500000.0
10438,2.0,1,2,2011.0,1.0,70.0,3,43000000.0
10439,2.0,2,2,2000.0,5.0,54.0,3,29800000.0
10440,3.0,3,2,2023.0,15.0,115.0,3,92000000.0
10441,1.0,2,3,1986.0,2.0,44.0,3,27800000.0
10442,3.0,4,3,1985.0,5.0,57.0,3,29000000.0
10443,3.0,3,3,1992.0,5.0,70.0,3,46999000.0
10444,2.0,1,2,2013.0,4.0,87.0,3,42500000.0
10445,1.0,1,2,2023.0,6.0,47.9,4,35000000.0
10446,1.0,0,2,2017.0,8.0,41.0,3,27000000.0
10447,2.0,2,2,2023.0,13.0,77.7,4,46000000.0
10448,4.0,2,3,1992.0,3.0,85.0,3,52990000.0
10449,2.0,4,1,1994.0,2.0,55.0,3,32000000.0
10450,2.0,6,0,1967.0,2.0,41.0,3,17300000.0
10451,3.0,6,2,2021.0,8.0,90.0,3,38500000.0
10452,3.0,3,3,1974.0,5.0,59.0,1,29500000.0
10453,3.0,1,3,1980.0,4.0,75.0,3,43000000.0
10454,3.0,1,1,1965.0,1.0,56.0,3,44000000.0
10455,3.0,2,3,1992.0,5.0,75.0,3,49600000.0
10456,1.0,2,3,1969.0,4.0,13.0,3,8000000.0
10457,2.0,4,3,1979.0,1.0,43.0,3,28000000.0
10458,1.0,1,3,1981.0,3.0,39.2,3,27500000.0
10459,3.0,6,2,2013.0,5.0,77.0,3,59500000.0
