Id,number_of_rooms,district,structure_type,year_of_construction,floor,area,quality,price
451,3.0,3,2,2013.0,5.0,126.1,3,135000000.0
452,2.0,6,2,2023.0,3.0,81.0,4,49900000.0
453,3.0,1,2,2012.0,10.0,115.0,3,112000001.0
454,1.0,3,1,1979.0,4.0,29.8,3,23500000.0
455,2.0,6,2,2022.0,7.0,60.0,3,35000000.0
456,4.0,3,2,2015.0,3.0,110.0,3,70000000.0
457,2.0,3,2,2009.0,4.0,53.0,3,41000000.0
458,2.0,0,2,2018.0,2.0,67.0,3,35999990.0
459,3.0,3,2,2017.0,10.0,100.0,3,105000000.0
460,2.0,5,2,1998.0,3.0,60.0,3,56000000.0
461,1.0,6,2,2022.0,10.0,50.0,3,23500000.0
462,3.0,7,1,1990.0,2.0,70.0,3,40000000.0
463,1.0,3,1,1963.0,3.0,31.0,3,19000000.0
464,1.0,1,2,2023.0,8.0,38.5,4,29000000.0
465,2.0,3,2,2015.0,10.0,62.0,3,45000000.0
466,1.0,2,2,2018.0,4.0,48.0,4,32500000.0
467,2.0,2,2,2019.0,5.0,71.0,4,34500000.0
468,1.0,2,3,1966.0,2.0,32.3,3,27000000.0
469,3.0,3,3,1975.0,5.0,60.0,1,33000000.0
470,3.0,6,2,2023.0,3.0,104.0,0,75000000.0
471,2.0,3,2,2015.0,18.0,73.0,3,49000000.0
472,3.0,5,2,2018.0,1.0,125.0,2,160000000.0
473,3.0,3,2,2020.0,2.0,79.5,4,51000000.0
474,2.0,6,1,2023.0,4.0,55.9,0,36500000.0
475,2.0,3,1,1961.0,2.0,43.0,3,32500000.0
476,2.0,3,2,2012.0,8.0,49.0,3,39000000.0
477,3.0,3,3,1990.0,1.0,67.9,3,47000000.0
478,3.0,0,1,1989.0,4.0,74.4,3,41000000.0
479,2.0,3,2,2008.0,14.0,69.0,3,55000000.0
480,1.0,3,2,2015.0,8.0,36.5,3,32500000.0
481,3.0,2,3,1980.0,2.0,60.0,3,34000000.0
482,1.0,6,2,2019.0,8.0,28.0,3,17700000.0
483,1.0,6,2,2023.0,1.0,39.8,3,20500000.0
484,3.0,2,2,2022.0,10.0,66.2,3,43000000.0
485,2.0,3,2,2022.0,12.0,50.0,3,47000000.0
486,3.0,2,3,1963.0,1.0,58.0,1,28000000.0
487,2.0,5,2,2018.0,3.0,59.7,3,40000000.0
488,3.0,7,2,2016.0,2.0,90.0,3,60400000.0
489,3.0,1,1,1976.0,1.0,66.0,3,52800000.0
490,2.0,1,1,1961.0,2.0,41.0,3,30000000.0
491,3.0,5,2,2017.0,6.0,93.7,3,119000000.0
492,2.0,2,1,1985.0,1.0,63.0,1,33000000.0
493,1.0,7,2,2021.0,5.0,43.0,3,25000000.0
494,3.0,3,2,2022.0,4.0,100.0,3,117500000.0
495,3.0,2,3,1986.0,1.0,67.0,3,39000000.0
496,2.0,4,2,2009.0,5.0,65.0,3,25400000.0
497,2.0,2,3,1967.0,4.0,46.0,3,30000000.0
498,2.0,3,3,1976.0,2.0,47.0,3,35000000.0
499,4.0,3,2,2023.0,16.0,164.8,4,155000000.0
500,2.0,2,2,2016.0,4.0,78.8,3,39000000.0
501,2.0,6,2,2020.0,8.0,64.0,3,36500000.0
502,3.0,3,3,1983.0,2.0,59.0,3,35000000.0
503,1.0,2,3,1984.0,1.0,35.0,3,26000000.0
504,2.0,6,2,2019.0,3.0,69.0,3,29000000.0
505,3.0,4,3,1985.0,5.0,65.0,3,35000000.0
506,2.0,2,3,1965.0,4.0,44.9,3,26000000.0
507,3.0,3,2,2015.0,14.0,130.0,3,118000007.0
508,3.0,7,1,1973.0,2.0,61.9,3,40000000.0
509,1.0,3,2,2018.0,7.0,37.2,4,28200000.0
510,3.0,3,2,2008.0,9.0,133.0,3,125000000.0
511,2.0,3,2,2015.0,15.0,84.0,3,142000000.0
512,3.0,5,2,2021.0,6.0,68.0,3,69000000.0
513,2.0,5,3,1974.0,2.0,42.0,1,34500000.0
514,3.0,2,2,2004.0,5.0,150.0,3,63000000.0
515,2.0,3,2,2014.0,17.0,75.0,3,71500000.0
516,2.0,3,2,2022.0,1.0,97.0,4,90000000.0
517,2.0,2,3,1966.0,1.0,44.0,3,26500000.0
518,4.0,3,2,2019.0,2.0,80.0,3,75900000.0
519,3.0,1,2,2017.0,19.0,141.0,3,68500000.0
520,1.0,2,2,2017.0,16.0,47.0,3,37500000.0
521,2.0,5,2,2019.0,8.0,57.3,3,26500000.0
522,2.0,3,3,1972.0,2.0,47.0,3,36000000.0
523,2.0,3,1,1985.0,2.0,45.0,3,45000000.0
524,1.0,7,1,1961.0,1.0,18.0,3,7700000.0
525,2.0,2,3,1962.0,1.0,43.0,3,27500000.0
526,3.0,4,2,2023.0,9.0,78.0,2,44800000.0
527,3.0,2,2,2014.0,3.0,103.0,3,62000000.0
528,2.0,2,3,1967.0,1.0,42.9,3,28000000.0
529,3.0,3,2,1979.0,11.0,64.4,3,56000000.0
530,3.0,1,3,1986.0,1.0,60.0,3,34500000.0
531,2.0,3,3,1972.0,1.0,43.0,3,26900000.0
532,2.0,4,3,1983.0,5.0,42.9,3,23500000.0
533,3.0,2,3,1968.0,2.0,57.0,3,31000000.0
534,5.0,3,2,2013.0,2.0,210.0,3,198000000.0
535,2.0,2,3,1975.0,4.0,43.0,1,24800000.0
536,1.0,3,1,1980.0,3.0,37.0,3,25000000.0
537,2.0,3,2,2008.0,4.0,81.0,3,65000000.0
538,1.0,2,1,1986.0,3.0,34.7,1,22000000.0
539,2.0,0,2,2023.0,7.0,47.2,4,22200000.0
540,2.0,1,3,1979.0,4.0,60.0,3,43200000.0
541,3.0,3,1,1974.0,4.0,62.0,3,34000000.0
542,3.0,2,2,2023.0,8.0,92.0,4,61500000.0
543,2.0,1,1,1980.0,3.0,53.6,3,42000000.0
544,3.0,2,0,1978.0,4.0,60.0,3,40000000.0
545,3.0,5,2,2023.0,8.0,78.44,4,42999999.0
546,3.0,6,2,2019.0,4.0,75.0,3,45000000.0
547,3.0,2,1,1988.0,4.0,70.0,3,51000000.0
548,2.0,2,3,2001.0,2.0,52.0,3,31000000.0
549,2.0,5,2,2024.0,6.0,51.4,0,27000000.0
550,2.0,5,2,2017.0,4.0,71.0,3,54473500.0
551,2.0,3,2,2018.0,11.0,60.0,3,48000000.0
552,3.0,4,3,1985.0,5.0,68.0,3,44000000.0
553,2.0,3,2,2008.0,7.0,48.0,3,40000000.0
554,1.0,0,2,2023.0,3.0,43.7,4,18300000.0
555,2.0,3,1,1977.0,2.0,55.7,3,40000000.0
556,4.0,3,2,2021.0,12.0,117.0,3,127000000.0
557,1.0,7,1,1981.0,3.0,39.0,3,24600000.0
558,2.0,0,2,2019.0,12.0,60.0,3,28000000.0
559,5.0,5,2,2017.0,10.0,175.0,0,125000000.0
560,1.0,6,2,2021.0,7.0,35.0,3,20000000.0
561,2.0,5,2,2017.0,8.0,157.0,3,180000000.0
562,1.0,6,2,2023.0,4.0,45.1,4,18000000.0
563,2.0,4,0,2004.0,1.0,78.0,3,25000000.0
564,2.0,5,2,2017.0,1.0,53.9,3,59290000.0
565,2.0,2,3,1965.0,1.0,45.0,3,24500000.0
566,1.0,1,1,1964.0,2.0,30.0,3,25500000.0
567,1.0,2,3,1989.0,4.0,40.0,3,25500000.0
568,2.0,0,2,2015.0,1.0,67.2,3,36000000.0
569,2.0,2,2,2023.0,4.0,69.0,4,41500000.0
570,1.0,2,2,2008.0,9.0,32.0,3,18500000.0
571,5.0,5,2,2007.0,4.0,234.0,3,530000000.0
572,1.0,0,2,2024.0,8.0,41.0,2,21900000.0
573,5.0,3,2,2022.0,3.0,251.0,4,179000000.0
574,1.0,2,3,1965.0,2.0,19.0,3,14000000.0
575,3.0,3,3,1986.0,4.0,60.0,3,43000000.0
576,3.0,3,3,1976.0,4.0,58.8,1,36500000.0
577,3.0,1,1,1963.0,4.0,60.0,3,42500000.0
578,3.0,6,2,2021.0,8.0,62.4,3,32000000.0
579,3.0,0,2,2019.0,4.0,78.0,3,35900000.0
580,1.0,6,2,2023.0,1.0,35.0,3,20000000.0
581,3.0,5,2,2016.0,2.0,65.5,3,50000000.0
582,2.0,6,0,2023.0,3.0,60.0,3,38600000.0
583,2.0,0,2,2023.0,3.0,50.0,4,20000000.0
584,3.0,5,2,1988.0,3.0,70.0,3,75000000.0
585,2.0,1,3,1972.0,4.0,43.0,3,35000000.0
586,3.0,3,1,1992.0,1.0,101.0,3,75000000.0
587,4.0,5,2,2012.0,2.0,226.0,3,430000000.0
588,4.0,3,2,2012.0,3.0,160.0,3,179000000.0
589,2.0,0,2,2010.0,7.0,63.0,2,35000000.0
590,3.0,3,2,2014.0,2.0,95.0,3,87000000.0
591,3.0,5,2,2023.0,8.0,82.9,0,35600000.0
592,2.0,6,1,1972.0,3.0,40.0,1,24000000.0
593,1.0,5,1,1965.0,4.0,30.0,3,38000000.0
594,2.0,1,1,1984.0,4.0,52.0,3,45000000.0
595,2.0,3,2,2023.0,2.0,45.0,3,41800000.0
596,2.0,3,2,2009.0,3.0,74.0,1,51119119.0
597,2.0,3,2,2011.0,10.0,50.0,3,46300000.0
598,3.0,5,2,2022.0,3.0,89.9,3,115000000.0
599,4.0,3,2,2019.0,2.0,100.0,3,88000000.0
600,2.0,2,2,2017.0,1.0,60.0,3,40150000.0
601,1.0,3,2,2023.0,3.0,46.0,3,47500000.0
602,2.0,3,2,2024.0,8.0,72.0,4,62000000.0
603,1.0,5,2,1991.0,9.0,42.2,3,40500000.0
604,3.0,2,3,1990.0,2.0,72.0,3,37000000.0
605,3.0,5,3,1971.0,4.0,58.0,3,37500000.0
606,2.0,6,2,2023.0,8.0,52.6,3,29850000.0
607,1.0,2,3,1989.0,9.0,39.6,3,27800000.0
608,3.0,2,3,1971.0,3.0,59.0,3,36000000.0
609,1.0,3,3,1976.0,1.0,30.0,3,22000000.0
610,3.0,3,2,2016.0,8.0,135.0,3,126000000.0
611,2.0,6,2,2013.0,5.0,90.0,3,30500000.0
612,2.0,4,2,2007.0,8.0,55.9,3,39000000.0
613,1.0,2,3,1965.0,2.0,30.0,3,22000000.0
614,1.0,3,3,1975.0,5.0,31.0,1,21000000.0
615,2.0,7,1,1991.0,4.0,42.5,3,24000000.0
616,3.0,3,3,1969.0,3.0,57.8,3,40000000.0
617,3.0,6,2,2008.0,5.0,129.0,3,92990000.0
618,3.0,5,2,2020.0,3.0,83.0,3,49000000.0
619,3.0,0,0,2015.0,5.0,88.6,3,38900000.0
620,1.0,0,2,2018.0,1.0,41.1,3,22000000.0
621,3.0,4,3,1985.0,4.0,60.0,3,34500000.0
622,3.0,2,3,1963.0,2.0,59.0,1,30000000.0
623,2.0,3,3,1982.0,4.0,62.0,3,39000000.0
624,2.0,3,1,1980.0,9.0,45.5,3,33500000.0
625,2.0,3,2,2016.0,8.0,70.0,3,55000000.0
626,1.0,3,3,1970.0,2.0,18.0,1,13000000.0
627,2.0,1,2,2018.0,5.0,47.0,3,54800000.0
628,2.0,2,3,1963.0,4.0,42.5,3,31000000.0
629,3.0,1,2,2008.0,8.0,120.0,3,94500000.0
630,2.0,6,2,2019.0,4.0,50.7,4,19999997.0
631,2.0,5,2,2009.0,10.0,70.0,3,72000000.0
632,2.0,2,1,1989.0,3.0,57.0,3,35000000.0
633,2.0,7,2,2022.0,2.0,55.0,3,35000000.0
634,1.0,4,2,2006.0,9.0,44.0,3,25500000.0
635,3.0,3,2,2021.0,3.0,82.3,0,61500000.0
636,2.0,4,2,2023.0,8.0,70.0,0,38000000.0
637,3.0,5,1,1968.0,1.0,101.0,3,89990000.0
638,2.0,0,2,2007.0,2.0,72.0,3,30000000.0
639,3.0,5,2,2021.0,9.0,90.0,3,100000000.0
640,5.0,5,2,2002.0,3.0,254.0,3,260000000.0
641,3.0,1,1,1975.0,5.0,75.0,3,46000000.0
642,1.0,6,2,2023.0,3.0,49.0,4,35500000.0
643,2.0,1,2,2019.0,2.0,46.0,4,33500000.0
644,1.0,3,2,2019.0,9.0,47.0,3,42000000.0
645,2.0,3,1,1979.0,3.0,56.0,3,37900000.0
646,2.0,0,2,2018.0,2.0,55.0,3,30000000.0
647,2.0,5,3,1969.0,1.0,45.2,1,21000000.0
648,3.0,1,2,2021.0,5.0,75.0,3,58000000.0
649,2.0,3,2,2023.0,5.0,76.0,2,80800000.0
650,1.0,5,2,2015.0,3.0,53.0,3,32000000.0
651,2.0,3,1,1973.0,5.0,52.0,3,43500000.0
652,3.0,7,2,2023.0,3.0,89.5,4,39500000.0
653,2.0,3,3,1977.0,3.0,43.0,3,33000000.0
654,2.0,1,1,1962.0,1.0,39.0,3,32500000.0
655,4.0,1,3,1989.0,6.0,98.0,3,55000000.0
656,3.0,0,2,2019.0,1.0,80.0,3,55000000.0
657,2.0,3,2,2023.0,5.0,56.0,0,43500000.0
658,2.0,6,2,2023.0,4.0,62.0,3,33000000.0
659,3.0,3,2,2023.0,1.0,81.7,3,74900000.0
660,2.0,7,2,2016.0,7.0,65.8,3,38000000.0
661,2.0,3,1,1976.0,5.0,47.0,3,23000000.0
662,2.0,6,1,2021.0,3.0,42.0,3,22000000.0
663,1.0,0,2,2015.0,1.0,44.0,3,25500000.0
664,1.0,1,1,1976.0,5.0,17.7,3,14700000.0
665,2.0,0,2,2018.0,12.0,58.2,3,35000000.0
666,2.0,7,2,2023.0,1.0,67.0,0,33000000.0
667,1.0,7,1,1989.0,3.0,35.0,3,18200000.0
668,4.0,3,2,2004.0,8.0,170.0,3,135000000.0
669,1.0,7,2,2015.0,1.0,40.0,1,24000000.0
670,1.0,0,2,2014.0,1.0,48.0,3,46000000.0
671,2.0,3,1,1965.0,1.0,41.0,3,32500000.0
672,1.0,3,3,1970.0,1.0,39.9,2,30000000.0
673,3.0,7,1,1968.0,3.0,57.3,1,26000000.0
674,2.0,6,2,2021.0,8.0,56.0,3,36000000.0
675,3.0,1,2,2019.0,13.0,70.0,3,55000000.0
676,2.0,6,2,2020.0,6.0,61.9,3,32300000.0
677,2.0,3,1,1990.0,2.0,70.0,3,55000000.0
678,2.0,0,2,2011.0,5.0,42.0,3,26000000.0
679,1.0,3,2,2023.0,7.0,54.9,0,49500000.0
680,1.0,2,2,2018.0,9.0,51.0,3,30000000.0
681,2.0,6,2,2019.0,3.0,51.5,3,25500000.0
682,1.0,2,2,2008.0,7.0,22.0,3,18000000.0
683,1.0,4,3,1987.0,2.0,41.4,3,27000000.0
684,3.0,0,2,2016.0,3.0,76.0,2,32500000.0
685,1.0,3,3,1989.0,6.0,39.0,3,30500000.0
686,2.0,7,1,1984.0,1.0,42.0,3,23000000.0
687,2.0,6,2,2022.0,3.0,52.0,3,27500000.0
688,4.0,1,2,2012.0,10.0,133.0,3,82000000.0
689,2.0,6,2,2019.0,6.0,71.0,3,29500000.0
690,1.0,1,2,2023.0,12.0,45.0,4,28300000.0
691,3.0,0,2,2011.0,9.0,80.0,3,38000000.0
692,1.0,6,2,2020.0,9.0,27.8,3,21000000.0
693,2.0,3,2,2021.0,8.0,73.0,4,75500000.0
694,3.0,1,2,2023.0,4.0,74.0,4,58000000.0
695,3.0,3,2,2007.0,2.0,100.0,3,64000000.0
696,3.0,4,2,2022.0,4.0,90.0,3,63000000.0
697,3.0,3,3,1975.0,3.0,62.0,3,35500000.0
698,5.0,3,2,2016.0,3.0,117.0,3,130000000.0
699,3.0,5,2,2019.0,3.0,82.0,0,85000000.0
700,2.0,6,2,2012.0,9.0,74.0,3,29000000.0
701,1.0,2,3,1965.0,4.0,31.0,3,23000000.0
702,3.0,1,2,2012.0,8.0,78.5,3,51500000.0
703,1.0,3,2,2019.0,5.0,43.0,3,38500000.0
704,3.0,5,1,1956.0,2.0,60.0,3,78000000.0
705,3.0,5,1,1990.0,3.0,73.0,3,64000000.0
706,1.0,2,3,1968.0,1.0,32.0,3,25000000.0
707,2.0,3,3,1989.0,1.0,62.0,3,37400000.0
708,2.0,4,1,1985.0,2.0,51.2,3,26000000.0
709,4.0,5,1,1960.0,1.0,101.0,3,130000000.0
710,2.0,2,3,1966.0,2.0,43.0,3,27500000.0
711,1.0,3,2,2019.0,7.0,45.2,4,36000000.0
712,1.0,7,2,2023.0,3.0,43.0,0,20700000.0
713,2.0,5,1,1992.0,1.0,49.0,3,41000000.0
714,2.0,5,2,2022.0,6.0,51.0,3,39999999.0
715,2.0,0,2,2023.0,6.0,70.5,4,27500000.0
716,3.0,5,1,1990.0,5.0,100.0,3,80000000.0
717,3.0,2,3,1969.0,3.0,60.0,3,38000000.0
718,2.0,3,2,2023.0,12.0,52.0,4,48900000.0
719,1.0,5,2,1978.0,8.0,32.0,1,33000000.0
720,1.0,2,3,1988.0,3.0,31.9,3,26500000.0
721,2.0,3,2,1977.0,3.0,45.0,3,29000000.0
722,3.0,2,2,2014.0,5.0,102.0,3,64700000.0
723,2.0,4,3,1986.0,5.0,60.0,3,29900000.0
724,3.0,3,2,2022.0,3.0,108.8,4,60000000.0
725,1.0,6,2,2023.0,7.0,35.0,4,17800000.0
726,3.0,2,2,2018.0,9.0,54.0,3,49000000.0
727,3.0,3,2,2015.0,12.0,100.0,3,78000000.0
728,1.0,4,3,1984.0,5.0,42.0,3,24500000.0
729,7.0,5,1,2007.0,4.0,402.0,3,405000000.0
730,2.0,4,3,1985.0,3.0,53.0,1,28300000.0
731,4.0,6,1,2021.0,3.0,142.0,3,86200200.0
732,3.0,6,1,2016.0,3.0,81.0,3,34000000.0
733,2.0,7,2,2021.0,5.0,68.0,3,37000000.0
734,3.0,3,2,2022.0,1.0,92.0,3,85000000.0
735,2.0,2,2,2015.0,1.0,60.0,3,40500000.0
736,2.0,2,3,1985.0,2.0,42.0,1,24000000.0
737,3.0,3,3,1976.0,1.0,70.0,3,61000000.0
738,4.0,5,1,1967.0,2.0,90.0,3,70000000.0
739,4.0,3,3,1976.0,1.0,75.0,3,65000000.0
740,2.0,1,1,1962.0,4.0,42.5,2,32500000.0
741,1.0,5,2,2007.0,2.0,41.0,3,33000000.0
742,2.0,0,2,2021.0,1.0,57.1,3,33000000.0
743,3.0,2,3,1989.0,7.0,70.0,3,43000000.0
744,1.0,3,3,1983.0,2.0,46.0,3,35700000.0
745,3.0,3,2,2022.0,13.0,104.0,3,71000000.0
746,2.0,1,1,1965.0,1.0,45.0,3,35000000.0
747,2.0,6,2,2023.0,5.0,54.0,4,22900000.0
748,1.0,3,3,1977.0,3.0,33.5,3,26500000.0
749,1.0,6,2,2022.0,5.0,40.6,4,19700000.0
750,2.0,3,3,1979.0,4.0,45.0,3,34000000.0
751,2.0,3,3,1996.0,7.0,62.0,3,41500000.0
752,2.0,6,2,2017.0,1.0,52.0,3,30000000.0
753,2.0,2,3,1969.0,4.0,45.0,2,25000000.0
754,3.0,1,3,1978.0,2.0,65.0,1,53000000.0
755,1.0,2,3,2001.0,1.0,54.0,3,38000000.0
756,3.0,2,2,2010.0,5.0,120.0,3,72000000.0
757,2.0,2,2,2015.0,6.0,60.0,0,49000000.0
758,3.0,2,2,2022.0,10.0,90.0,3,65000000.0
759,3.0,2,3,1983.0,4.0,66.0,3,38000000.0
760,3.0,2,3,1966.0,3.0,60.0,3,35500000.0
761,2.0,3,3,1977.0,5.0,47.0,3,30000000.0
762,1.0,4,0,2021.0,6.0,34.0,3,23000000.0
763,1.0,3,3,1978.0,4.0,31.0,2,21999999.0
764,2.0,2,3,1962.0,2.0,43.0,3,27990000.0
765,5.0,5,1,1997.0,4.0,210.0,3,119000000.0
766,1.0,1,3,1970.0,2.0,30.3,3,24000000.0
767,2.0,2,3,1966.0,4.0,43.0,3,24000000.0
768,1.0,3,1,1961.0,2.0,30.0,3,26000000.0
769,3.0,3,2,2021.0,11.0,72.0,3,87000000.0
770,2.0,3,2,2019.0,16.0,54.0,3,43000000.0
771,2.0,3,3,1983.0,4.0,48.0,3,35000000.0
772,1.0,7,2,2022.0,4.0,40.0,3,27000000.0
773,2.0,1,1,1982.0,5.0,44.0,1,31000000.0
774,1.0,3,3,1983.0,2.0,34.6,2,33000000.0
775,1.0,0,2,2018.0,3.0,45.0,3,25800000.0
776,1.0,2,2,2018.0,5.0,42.0,3,35000000.0
777,2.0,6,2,2020.0,10.0,62.55,3,33500000.0
778,1.0,4,1,2013.0,2.0,17.0,1,7600000.0
779,2.0,3,1,2021.0,3.0,53.0,3,50000000.0
780,3.0,5,1,1960.0,4.0,70.9,3,95000000.0
781,3.0,3,3,1975.0,8.0,75.0,1,41000000.0
782,2.0,7,1,2019.0,1.0,50.5,3,32500000.0
783,3.0,2,3,1992.0,3.0,70.0,1,45000000.0
784,2.0,6,2,2023.0,6.0,60.0,3,36000000.0
785,3.0,5,2,2017.0,8.0,108.5,3,73000000.0
786,1.0,0,2,2018.0,3.0,40.0,3,24000000.0
787,2.0,3,2,2023.0,8.0,50.0,0,38000000.0
788,2.0,2,3,1969.0,2.0,43.0,2,22700000.0
789,2.0,3,2,2023.0,9.0,50.0,4,38500000.0
790,2.0,1,1,1966.0,3.0,54.0,2,34000000.0
791,3.0,3,2,2003.0,7.0,104.0,3,70000000.0
792,3.0,3,2,2007.0,5.0,135.0,3,165000000.0
793,4.0,1,2,2019.0,2.0,228.0,3,180000000.0
794,3.0,3,2,2003.0,5.0,99.3,3,77000000.0
795,3.0,3,3,1975.0,4.0,70.0,3,57000000.0
796,3.0,2,3,1968.0,4.0,60.0,3,29500000.0
797,3.0,3,2,2017.0,2.0,105.0,3,120000000.0
798,2.0,1,3,1972.0,4.0,45.0,3,34000000.0
799,1.0,0,2,2023.0,4.0,43.0,4,20000000.0
800,3.0,2,3,1966.0,1.0,60.0,3,33200000.0
801,3.0,0,2,2017.0,9.0,82.5,3,57000000.0
802,1.0,3,1,1985.0,4.0,25.0,3,26000000.0
803,2.0,5,2,1990.0,2.0,61.0,3,65000000.0
804,1.0,3,3,1961.0,1.0,29.0,3,22000000.0
805,2.0,5,2,2021.0,3.0,54.0,3,29900000.0
806,3.0,3,2,2017.0,10.0,135.0,3,78500000.0
807,1.0,1,3,1981.0,1.0,31.0,1,23500000.0
808,3.0,3,1,1961.0,4.0,53.0,3,30500000.0
809,4.0,3,2,2000.0,9.0,205.0,1,115000000.0
810,2.0,2,1,1972.0,3.0,52.0,3,38990000.0
811,3.0,2,2,2019.0,4.0,89.0,3,62000000.0
812,3.0,0,2,2013.0,6.0,75.8,3,37500000.0
813,2.0,3,1,1990.0,3.0,57.0,3,52000000.0
814,1.0,7,2,2019.0,2.0,30.0,3,13000000.0
815,3.0,5,2,2022.0,2.0,128.0,4,165000000.0
816,2.0,0,2,2022.0,5.0,58.7,3,36500000.0
817,3.0,4,3,1985.0,4.0,65.0,3,35500000.0
818,3.0,1,1,1959.0,2.0,70.0,1,43500000.0
819,3.0,3,2,2018.0,9.0,88.0,3,75450000.0
820,2.0,2,3,1963.0,1.0,45.0,3,28000000.0
821,2.0,6,2,2022.0,6.0,69.0,4,30500000.0
822,4.0,2,3,1991.0,1.0,85.0,3,45000000.0
823,3.0,3,1,1978.0,3.0,85.0,3,59000000.0
824,3.0,6,2,2022.0,2.0,74.0,3,50000000.0
825,2.0,2,2,2023.0,6.0,55.0,3,36500000.0
826,3.0,0,1,1986.0,2.0,68.0,3,39000000.0
827,2.0,0,2,2024.0,3.0,55.1,4,26000000.0
828,1.0,1,1,1966.0,2.0,45.0,3,33500000.0
829,3.0,1,3,1982.0,2.0,59.3,1,34500000.0
830,2.0,7,2,2021.0,8.0,70.0,3,38000000.0
831,1.0,1,3,1978.0,3.0,13.0,3,8800000.0
832,2.0,1,2,2019.0,7.0,54.0,3,47000000.0
833,1.0,3,3,1985.0,1.0,33.0,1,24500000.0
834,3.0,3,1,1961.0,4.0,54.0,3,30500000.0
835,1.0,3,2,2022.0,8.0,44.0,3,47500000.0
836,2.0,3,1,1962.0,1.0,39.8,3,25000000.0
837,1.0,2,3,1985.0,2.0,41.0,3,25000000.0
838,4.0,2,3,1991.0,2.0,84.0,2,48000000.0
839,2.0,7,2,2023.0,4.0,66.59,0,28500000.0
840,3.0,6,1,2019.0,2.0,143.0,4,73500000.0
841,2.0,0,2,2012.0,8.0,63.7,3,32500000.0
842,2.0,3,2,2016.0,10.0,70.6,3,70000000.0
843,3.0,3,3,1977.0,2.0,60.0,3,40500000.0
844,3.0,2,3,1982.0,4.0,59.0,3,36000000.0
845,2.0,3,2,2023.0,20.0,55.0,4,63000000.0
846,2.0,6,2,2019.0,5.0,52.0,4,20500000.0
847,1.0,7,2,2023.0,2.0,47.3,0,21500000.0
848,3.0,2,3,1974.0,4.0,60.0,3,27500000.0
849,2.0,2,2,2012.0,12.0,45.0,3,38000000.0
850,3.0,0,2,2017.0,12.0,70.0,3,35500000.0
851,3.0,6,2,2020.0,5.0,70.0,3,35000000.0
852,3.0,2,1,2014.0,2.0,110.0,3,74000000.0
853,1.0,1,1,1976.0,2.0,20.0,3,16500000.0
854,2.0,3,2,2022.0,2.0,57.0,3,49000000.0
855,1.0,1,3,1978.0,5.0,31.4,3,26000000.0
856,2.0,6,2,2022.0,2.0,62.6,2,47000000.0
857,3.0,1,2,1993.0,5.0,80.0,3,55000000.0
858,5.0,5,1,2022.0,1.0,386.0,4,340000000.0
859,1.0,3,3,1973.0,1.0,31.0,3,23000000.0
860,1.0,0,2,2017.0,2.0,37.8,3,25000000.0
861,1.0,2,3,1968.0,2.0,31.0,3,23000000.0
862,4.0,3,2,2009.0,10.0,150.0,3,90000000.0
863,3.0,5,2,2017.0,3.0,147.0,3,235000000.0
864,2.0,1,2,2012.0,11.0,92.0,3,60000000.0
865,2.0,1,1,1986.0,3.0,68.0,1,44000000.0
866,2.0,0,2,2020.0,6.0,58.0,3,33000000.0
867,3.0,5,2,2019.0,3.0,90.0,3,52000000.0
868,4.0,1,1,1975.0,3.0,90.0,3,66500000.0
869,2.0,4,3,1988.0,4.0,50.0,3,36500000.0
870,3.0,1,2,2009.0,8.0,96.0,3,80000000.0
871,3.0,1,3,1973.0,2.0,63.0,3,47000000.0
872,4.0,3,2,2016.0,3.0,160.0,3,220000000.0
873,1.0,2,3,1974.0,3.0,14.0,1,8500000.0
874,3.0,1,3,1985.0,8.0,72.0,3,48000000.0
875,1.0,2,3,1973.0,5.0,33.0,1,20000000.0
876,2.0,3,3,1989.0,2.0,58.0,3,50000000.0
877,2.0,2,3,1967.0,3.0,43.2,3,32000000.0
878,1.0,0,2,2019.0,3.0,45.1,3,27000000.0
879,3.0,5,2,2012.0,7.0,125.0,3,135000000.0
880,3.0,3,2,2023.0,8.0,98.0,4,88500000.0
881,2.0,2,2,2023.0,3.0,79.0,4,45000000.0
882,3.0,5,3,1970.0,2.0,60.0,1,35500000.0
883,3.0,1,3,1974.0,4.0,60.0,3,43000000.0
884,1.0,3,2,2019.0,10.0,40.3,3,38500000.0
885,2.0,6,2,2022.0,12.0,42.0,3,27000000.0
886,3.0,7,2,2007.0,4.0,78.0,3,40000000.0
887,4.0,3,2,2021.0,2.0,142.0,3,160000000.0
888,2.0,3,2,2023.0,19.0,70.0,0,63500000.0
889,1.0,3,3,1996.0,6.0,41.0,3,33500000.0
890,1.0,7,2,2022.0,2.0,37.0,3,24950000.0
891,2.0,0,2,2015.0,4.0,64.0,3,27000000.0
892,1.0,5,2,2019.0,5.0,43.1,3,25500000.0
893,2.0,3,2,2019.0,3.0,65.0,3,56000000.0
894,3.0,3,3,1970.0,4.0,58.0,3,32000000.0
895,3.0,2,1,1992.0,5.0,80.0,3,51000000.0
896,2.0,0,2,2022.0,3.0,56.0,3,28000000.0
897,2.0,4,2,2008.0,6.0,64.0,3,26000000.0
898,2.0,3,2,2016.0,8.0,70.0,3,56000000.0
899,3.0,1,1,1968.0,4.0,73.0,1,46500000.0
900,2.0,1,1,1985.0,5.0,55.0,3,50000000.0
